FileName,Time Recorded,Tool,Overall Task,Tool bounding box
AN01-20210104-154854_0037.jpg,4.395,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 389, 'ymin': 114, 'xmax': 431, 'ymax': 216}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0038.jpg,4.503,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 389, 'ymin': 114, 'xmax': 431, 'ymax': 216}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0039.jpg,4.604,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 393, 'ymin': 98, 'xmax': 431, 'ymax': 210}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0040.jpg,4.714,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 393, 'ymin': 98, 'xmax': 431, 'ymax': 210}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0041.jpg,4.846,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 393, 'ymin': 98, 'xmax': 431, 'ymax': 210}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0042.jpg,4.954,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 398, 'ymin': 100, 'xmax': 436, 'ymax': 214}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0043.jpg,5.063,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 387, 'ymin': 89, 'xmax': 439, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0044.jpg,5.166,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 387, 'ymin': 89, 'xmax': 439, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0045.jpg,5.28,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 377, 'ymin': 82, 'xmax': 439, 'ymax': 206}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0046.jpg,5.382,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 377, 'ymin': 82, 'xmax': 439, 'ymax': 206}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0047.jpg,5.491,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 372, 'ymin': 92, 'xmax': 438, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0048.jpg,5.591,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 372, 'ymin': 92, 'xmax': 438, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0049.jpg,5.698,nothing,nothing,"[{'class': 'ultrasound', 'xmin': 372, 'ymin': 92, 'xmax': 438, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0050.jpg,5.8,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 380, 'ymin': 105, 'xmax': 436, 'ymax': 213}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0051.jpg,5.911,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 384, 'ymin': 106, 'xmax': 436, 'ymax': 213}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0052.jpg,6.015,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 384, 'ymin': 106, 'xmax': 436, 'ymax': 213}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0053.jpg,6.115,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 398, 'ymin': 113, 'xmax': 452, 'ymax': 227}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0054.jpg,6.216,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 398, 'ymin': 113, 'xmax': 452, 'ymax': 227}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0055.jpg,6.317,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 398, 'ymin': 113, 'xmax': 452, 'ymax': 227}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0056.jpg,6.424,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 404, 'ymin': 124, 'xmax': 457, 'ymax': 228}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0057.jpg,6.525,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 404, 'ymin': 124, 'xmax': 457, 'ymax': 228}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0058.jpg,6.625,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 391, 'ymin': 117, 'xmax': 449, 'ymax': 224}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0059.jpg,6.732,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 383, 'ymin': 105, 'xmax': 433, 'ymax': 217}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0060.jpg,6.832,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 383, 'ymin': 105, 'xmax': 433, 'ymax': 217}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0061.jpg,6.935,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 383, 'ymin': 105, 'xmax': 433, 'ymax': 217}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0062.jpg,7.036,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 383, 'ymin': 105, 'xmax': 433, 'ymax': 217}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0063.jpg,7.138,ultrasound,nothing,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 97, 'xmax': 433, 'ymax': 208}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0064.jpg,7.242,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 375, 'ymin': 95, 'xmax': 429, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0065.jpg,7.359,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 375, 'ymin': 95, 'xmax': 429, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0066.jpg,7.466,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 375, 'ymin': 95, 'xmax': 429, 'ymax': 209}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0067.jpg,7.579,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 375, 'ymin': 92, 'xmax': 427, 'ymax': 203}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0068.jpg,7.684,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 377, 'ymin': 84, 'xmax': 427, 'ymax': 205}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0069.jpg,7.795,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 377, 'ymin': 84, 'xmax': 427, 'ymax': 205}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0070.jpg,7.902,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 82, 'xmax': 426, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0071.jpg,8.003,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 82, 'xmax': 426, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0072.jpg,8.104,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 82, 'xmax': 426, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0073.jpg,8.205,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 373, 'ymin': 79, 'xmax': 427, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0074.jpg,8.305,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 373, 'ymin': 79, 'xmax': 427, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0075.jpg,8.407,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 373, 'ymin': 79, 'xmax': 427, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0076.jpg,8.508,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 373, 'ymin': 73, 'xmax': 426, 'ymax': 197}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0077.jpg,8.612,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 373, 'ymin': 73, 'xmax': 426, 'ymax': 197}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0078.jpg,8.713,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 371, 'ymin': 78, 'xmax': 423, 'ymax': 199}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0079.jpg,8.816,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 371, 'ymin': 78, 'xmax': 423, 'ymax': 199}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0080.jpg,8.929,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 371, 'ymin': 78, 'xmax': 423, 'ymax': 199}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0081.jpg,9.029,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 375, 'ymin': 82, 'xmax': 425, 'ymax': 204}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0082.jpg,9.138,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 375, 'ymin': 82, 'xmax': 425, 'ymax': 204}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0083.jpg,9.243,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 85, 'xmax': 427, 'ymax': 207}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0084.jpg,9.346,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 85, 'xmax': 427, 'ymax': 207}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0085.jpg,9.452,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 85, 'xmax': 428, 'ymax': 208}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0086.jpg,9.558,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 85, 'xmax': 428, 'ymax': 208}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0087.jpg,9.659,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 90, 'xmax': 427, 'ymax': 208}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0088.jpg,9.769,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 90, 'xmax': 427, 'ymax': 208}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0089.jpg,9.872,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 90, 'xmax': 432, 'ymax': 210}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0090.jpg,9.973,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 89, 'xmax': 426, 'ymax': 207}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0091.jpg,10.074,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 89, 'xmax': 426, 'ymax': 207}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0092.jpg,10.177,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 89, 'xmax': 426, 'ymax': 207}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0093.jpg,10.302,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 378, 'ymin': 79, 'xmax': 428, 'ymax': 205}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0094.jpg,10.403,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 379, 'ymin': 74, 'xmax': 427, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0095.jpg,10.515,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 379, 'ymin': 74, 'xmax': 427, 'ymax': 201}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0096.jpg,10.615,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 381, 'ymin': 81, 'xmax': 428, 'ymax': 202}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0097.jpg,10.722,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 381, 'ymin': 81, 'xmax': 428, 'ymax': 202}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0098.jpg,10.838,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 381, 'ymin': 81, 'xmax': 428, 'ymax': 202}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0099.jpg,10.943,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 84, 'xmax': 428, 'ymax': 206}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0100.jpg,11.045,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 84, 'xmax': 428, 'ymax': 206}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0101.jpg,11.15,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 83, 'xmax': 426, 'ymax': 211}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0102.jpg,11.25,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 376, 'ymin': 83, 'xmax': 426, 'ymax': 211}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0103.jpg,11.352,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 374, 'ymin': 91, 'xmax': 426, 'ymax': 211}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0104.jpg,11.467,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 374, 'ymin': 91, 'xmax': 426, 'ymax': 211}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
AN01-20210104-154854_0105.jpg,11.579,ultrasound,Cross-section,"[{'class': 'ultrasound', 'xmin': 374, 'ymin': 91, 'xmax': 426, 'ymax': 211}, {'class': 'syringe', 'xmin': 482, 'ymin': 328, 'xmax': 587, 'ymax': 391}]"
